ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntFruits,MntMeatProducts,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,Complain,Response
10102,1966,Graduation,Widow,79946,0,0,2014-05-12,19,183,565,5,5,3,0,0,0,0
4697,1949,Master,Divorced,35416,0,0,2013-06-13,62,3,81,7,5,8,0,0,0,0
9262,1984,2n Cycle,Together,32414,0,0,2013-07-04,11,6,5,1,3,7,1,0,0,0
7254,1969,Graduation,Together,38361,1,0,2013-12-27,74,0,56,3,3,7,0,0,0,0
4543,1980,Graduation,Married,82497,0,0,2012-10-31,32,129,573,2,9,4,0,0,0,0
4927,1971,Graduation,Together,16626,2,0,2014-01-15,76,3,22,3,3,9,0,0,0,0
10451,1965,Graduation,Together,29672,1,1,2013-03-12,6,1,3,0,3,6,0,0,0,0
2926,1952,Master,Together,55951,0,1,2012-08-23,62,0,80,3,11,8,0,1,0,0
2874,1988,2n Cycle,Divorced,35388,1,0,2013-03-07,20,4,7,1,3,7,0,0,0,0
9738,1986,Master,Together,42386,1,0,2013-01-13,43,4,16,3,3,8,0,0,0,0
7119,1982,Graduation,Single,68627,0,0,2013-01-12,45,15,263,2,6,1,0,0,0,0
3924,1965,PhD,Divorced,57912,0,1,2014-03-17,34,0,80,8,12,5,0,1,0,0
5827,1958,Graduation,Divorced,35246,1,1,2014-04-16,53,0,12,3,3,5,0,0,0,0
5596,1956,2n Cycle,Together,58821,0,1,2013-10-12,44,14,154,9,9,6,0,0,0,0
10812,1978,PhD,Married,46377,1,0,2014-03-01,89,0,46,2,3,4,0,0,0,0
1717,1988,Graduation,Single,39747,1,0,2014-04-13,43,15,93,5,4,8,0,0,0,0
9491,1984,Graduation,Together,23976,1,0,2013-12-27,68,1,21,3,3,7,0,0,0,0
9274,1961,Master,Married,80950,0,0,2013-03-28,44,147,112,6,9,2,0,0,0,0
6609,1966,Graduation,Widow,27038,0,0,2012-09-18,64,26,25,3,3,9,0,0,0,1
6963,1947,Graduation,Single,77457,0,0,2014-03-05,85,11,400,2,10,1,0,0,0,0
4440,1964,Master,Married,64100,0,1,2013-09-10,93,0,27,8,6,7,0,1,0,0
1379,1992,Master,Together,42670,0,0,2013-04-27,12,2,46,4,4,4,0,0,0,0
10032,1976,Graduation,Divorced,12571,1,0,2014-01-18,86,5,14,3,3,6,0,0,0,0
2826,1967,Graduation,Married,22574,2,1,2013-10-28,28,0,8,2,3,7,0,0,0,0
2437,1989,Graduation,Married,128122,0,0,2013-06-03,69,138,461,6,12,3,0,1,0,0
6320,1976,Master,Single,70893,0,0,2013-02-06,42,44,561,6,10,3,0,0,0,0
3050,1966,Graduation,Married,54198,1,1,2013-12-17,13,0,28,3,6,4,0,0,0,0
231,1956,Master,Together,28839,1,1,2014-03-11,86,0,7,2,3,5,0,0,0,0
2392,1972,Graduation,Married,40321,1,1,2013-07-29,59,4,21,3,3,7,0,0,0,0
9478,1985,Graduation,Single,66503,1,0,2012-08-14,30,64,128,4,6,3,0,0,0,0
113,1951,Graduation,Married,30833,1,1,2013-07-16,33,0,7,1,3,5,0,0,0,0
2863,1970,Graduation,Single,14171,1,2,2013-08-23,67,20,172,2,10,7,0,1,0,0
1802,1971,Graduation,Married,64795,0,1,2013-01-17,23,5,119,3,12,2,0,0,0,0
520,1974,Graduation,Married,34421,1,0,2013-07-01,81,3,7,1,2,7,0,0,0,0
8275,1965,PhD,Divorced,47025,1,1,2014-02-09,6,0,3,1,2,7,0,0,0,0
9750,1961,PhD,Divorced,64325,0,1,2013-02-07,41,60,353,10,5,7,0,0,0,0
2607,1953,Graduation,Single,40464,0,1,2013-01-11,78,17,118,8,8,8,0,0,0,0
7214,1957,Graduation,Married,62187,0,0,2013-07-05,49,0,275,4,5,3,0,0,0,0
5835,1976,PhD,Divorced,14849,1,0,2013-07-02,39,2,28,2,4,8,0,0,0,0
3896,1984,Graduation,Married,27255,1,0,2013-11-07,3,1,11,1,3,7,0,0,0,0
10350,1950,PhD,Married,54432,2,1,2013-05-09,37,0,5,1,3,4,0,0,0,0
7786,1986,PhD,Single,29999,1,0,2013-02-13,22,7,59,3,4,8,0,0,0,0
2861,1983,Graduation,Single,24072,1,0,2013-04-16,79,1,6,1,2,8,0,0,0,0
663,1989,PhD,Single,33996,0,0,2013-09-11,46,2,15,1,3,4,0,0,0,0
10675,1956,PhD,Married,66334,0,1,2013-04-03,82,11,218,9,5,5,0,0,0,1
2521,1971,Master,Married,35178,1,0,2013-01-10,10,1,13,1,2,7,1,0,0,1
9592,1983,Graduation,Together,22010,1,0,2013-06-30,51,2,9,2,3,8,0,0,0,0
10151,1960,Graduation,Divorced,62204,0,2,2012-09-12,38,46,247,4,12,3,0,0,0,0
7381,1968,Graduation,Divorced,75693,0,0,2012-12-06,10,153,293,11,6,4,0,1,0,1
4099,1972,Graduation,Married,30675,1,0,2012-11-12,14,2,16,1,3,8,0,0,0,0
9560,1965,Graduation,Together,83003,0,0,2013-03-03,18,61,570,7,8,3,0,0,0,1
1150,1899,PhD,Together,83532,0,0,2013-09-26,36,144,562,4,4,1,0,0,0,0
10172,1988,Graduation,Single,68655,0,0,2012-08-10,95,19,832,4,11,3,0,0,0,0
11191,1986,Graduation,Divorced,41411,0,0,2013-12-07,11,32,38,2,4,6,0,0,0,0
9707,1969,PhD,Married,55212,0,1,2012-11-23,65,0,45,4,11,8,0,1,0,0
6245,1950,PhD,Together,59292,0,1,2013-06-13,71,14,68,3,8,3,0,0,0,0
8234,1973,Basic,Together,27190,1,0,2013-08-15,13,6,7,1,2,8,1,0,0,1
1411,1952,Graduation,Divorced,82623,0,0,2013-11-10,58,34,204,2,4,1,0,0,0,0
8553,1965,Graduation,Married,44300,1,1,2013-06-23,65,0,9,1,3,6,0,0,0,0
1826,1970,Graduation,Divorced,84835,0,0,2014-06-16,0,104,379,4,6,1,0,0,0,1
8842,1971,Graduation,Widow,30372,1,1,2012-12-25,33,0,12,2,3,7,0,0,0,0
11030,1976,Master,Married,33181,1,0,2014-01-03,90,0,3,1,2,6,1,0,0,0
2579,1957,Graduation,Married,71113,0,1,2013-12-17,95,33,255,6,9,4,0,0,0,0
175,1986,Graduation,Married,71952,1,0,2013-01-10,93,80,455,8,8,4,1,0,0,0
9185,1966,PhD,Single,69759,0,0,2013-10-28,38,20,514,4,5,3,0,0,0,1
11056,1974,Graduation,Married,72099,0,0,2012-10-27,18,91,410,3,10,1,0,0,0,0
9365,1976,PhD,Single,60000,0,1,2012-12-22,57,0,217,11,5,6,0,0,0,0
6201,1978,Graduation,Single,38643,1,1,2013-11-29,45,2,14,2,3,7,0,0,1,0
2061,1955,Graduation,Married,50737,0,1,2013-05-11,61,0,11,2,4,6,0,1,0,0
6184,1969,PhD,Married,68462,0,0,2012-12-12,6,64,785,3,8,1,0,0,0,0
6142,1943,Master,Married,65073,0,0,2013-08-20,65,17,177,5,5,2,0,0,1,0
4107,1948,PhD,Together,46681,0,2,2013-10-08,52,15,69,4,4,5,0,0,0,0
7274,1957,Graduation,Married,78618,0,0,2012-09-28,87,163,818,4,10,2,0,1,0,0
9336,1969,PhD,Widow,62187,0,1,2014-03-22,38,0,83,6,10,4,0,0,0,0
2958,1978,Graduation,Married,28442,2,0,2014-02-24,53,3,10,2,4,4,0,0,0,0
933,1978,PhD,Married,37717,1,0,2012-11-23,31,0,6,1,2,9,0,0,0,0
5837,1967,Graduation,Married,51479,1,1,2012-12-28,67,8,160,6,6,7,0,0,0,0
10704,1969,Graduation,Single,54803,0,1,2012-08-21,65,0,92,6,9,4,0,0,0,0
5125,1960,Graduation,Married,79530,0,0,2013-05-17,64,0,815,4,11,2,0,0,0,0
4432,1976,Graduation,Divorced,31615,1,0,2013-03-16,82,3,20,2,3,7,0,0,0,0
5955,1962,Graduation,Together,72025,0,0,2012-11-17,27,33,549,4,8,3,0,0,0,0
2928,1975,PhD,Single,52614,0,1,2012-12-01,63,0,142,2,8,8,0,0,0,0
5680,1984,2n Cycle,Married,35684,1,0,2014-04-22,66,4,7,1,3,6,0,0,0,0
10313,1975,Graduation,Married,48178,1,1,2012-10-28,69,4,45,5,4,8,0,0,0,0
2557,1970,Master,Single,29548,1,0,2013-08-29,52,1,6,1,2,4,1,0,0,0
1245,1966,Graduation,Single,63810,0,1,2012-11-11,45,12,253,4,12,8,0,1,0,0
1519,1972,PhD,Single,38578,1,1,2013-06-22,2,4,22,3,3,8,0,0,0,1
10703,1975,Master,Single,46098,1,1,2012-08-18,86,0,27,3,2,8,0,0,0,0
1726,1970,Graduation,Single,22585,0,0,2013-03-18,23,9,15,1,2,9,1,0,0,1
4459,1989,Graduation,Single,30279,1,0,2012-12-30,13,4,14,1,3,8,0,0,0,0
1729,1961,PhD,Together,66426,0,1,2013-10-02,14,24,97,3,10,6,0,0,0,0
1517,1969,Graduation,Single,30822,1,0,2013-06-14,92,9,13,1,3,7,0,0,0,0
2098,1969,PhD,Married,33581,2,0,2013-01-08,38,0,5,1,2,8,0,0,0,0
9543,1985,Graduation,Married,19986,1,0,2013-11-14,74,6,5,0,3,7,0,0,0,0
6878,1954,Graduation,Widow,27421,0,0,2012-12-12,14,12,96,4,6,7,0,0,0,0
3310,1973,2n Cycle,Married,35688,2,1,2012-08-22,94,3,90,4,4,8,0,0,0,0
2724,1981,Master,Single,36143,1,0,2014-03-30,33,0,1,0,2,3,0,0,0,0
948,1971,Graduation,Single,10245,1,0,2013-05-15,32,7,7,1,2,5,0,0,0,0
6720,1968,Master,Together,43795,0,1,2013-10-16,11,11,53,7,4,7,0,1,0,1
6202,1960,Graduation,Together,63381,0,1,2012-10-05,78,50,142,4,13,2,0,0,0,0
2066,1949,Graduation,Together,38823,0,1,2012-08-30,56,0,11,2,3,6,0,0,0,0
9799,1968,PhD,Divorced,83664,1,1,2013-05-08,57,21,151,2,12,5,0,0,0,0
8318,1979,Graduation,Together,90300,0,0,2014-01-03,7,134,786,5,8,1,0,0,0,0
5642,1979,Master,Together,62499,1,0,2013-12-09,0,4,61,3,6,4,0,0,0,0
2669,1993,Graduation,Single,74293,0,0,2014-05-04,66,152,335,5,6,2,0,0,0,0
455,1946,PhD,Married,51012,0,0,2013-04-18,86,9,63,4,4,6,0,0,0,0
7683,1968,Master,Married,70777,0,1,2014-02-25,80,35,113,5,12,3,0,0,0,0
3428,1991,PhD,Together,68682,0,0,2013-10-06,56,0,505,4,10,2,0,0,0,0
7414,1971,Graduation,Married,43824,1,1,2012-09-15,18,1,42,3,4,8,0,0,0,0
6354,1984,Graduation,Together,15345,1,0,2012-08-31,51,2,16,1,2,8,0,0,0,1
798,1987,Graduation,Single,23442,1,0,2012-12-24,71,0,6,1,3,7,0,0,0,0
8213,1980,2n Cycle,Together,14515,1,0,2012-11-09,71,4,9,2,3,7,0,0,0,1
2488,1956,2n Cycle,Divorced,31395,1,1,2013-03-23,80,1,25,2,3,6,0,0,0,0
9999,1965,Graduation,Together,75276,0,0,2012-09-27,2,105,125,9,9,5,0,0,0,0
7617,1974,Graduation,Single,42373,1,1,2013-08-15,83,5,61,2,5,5,0,0,0,0
615,1960,Graduation,Together,30507,0,0,2013-03-11,29,36,74,5,4,7,0,0,0,0
2552,1955,PhD,Single,55521,1,2,2013-10-22,11,0,26,6,6,7,0,1,0,1
194,1965,Graduation,Married,48006,1,1,2014-06-09,55,0,11,1,3,6,0,0,0,0
3645,1972,PhD,Single,27213,1,0,2012-08-30,19,3,26,2,4,8,0,0,0,1
8890,1971,PhD,Divorced,65808,1,1,2014-05-30,1,7,80,5,5,6,0,0,0,0
5049,1974,PhD,Together,30351,1,0,2013-06-06,19,0,24,3,2,9,0,0,0,0
9973,1963,Graduation,Married,50437,0,2,2012-10-17,28,9,92,7,8,7,0,0,0,0
7301,1982,2n Cycle,Single,23616,1,0,2012-11-17,76,22,11,3,3,8,0,0,0,1
10882,1976,Graduation,Married,53858,0,1,2012-11-09,50,53,221,4,6,4,0,0,0,0
7030,1955,PhD,Married,66465,0,1,2013-03-30,1,0,204,11,12,6,0,0,0,0
7422,1987,Graduation,Single,46923,1,0,2012-08-22,90,44,54,5,7,7,0,0,0,0
3523,1962,Graduation,Together,75072,0,1,2013-01-23,83,34,309,5,8,3,0,0,0,0
7106,1943,PhD,Married,75865,0,0,2014-03-31,73,0,591,3,10,1,0,0,0,0
6504,1975,2n Cycle,Together,19789,1,0,2013-11-20,24,5,9,2,3,5,1,0,0,0
5067,1994,Graduation,Together,80134,0,0,2014-02-14,11,26,282,2,11,5,0,1,0,0
4216,1981,Graduation,Single,91065,0,0,2013-02-22,33,114,108,7,9,3,0,0,0,1
8581,1971,Master,Married,49505,1,1,2013-03-05,4,0,100,10,8,8,0,0,0,0
5929,1973,PhD,Married,37401,1,0,2014-05-06,14,3,19,2,3,7,0,0,0,0
3129,1983,Graduation,Married,30096,1,0,2014-05-22,30,3,11,2,3,6,0,0,0,0
6528,1982,Master,Together,18492,1,0,2014-06-05,75,2,2,1,2,8,0,0,0,0
1361,1974,Master,Married,82584,0,0,2013-06-04,26,68,103,3,8,1,0,1,0,1
6932,1941,PhD,Married,93027,0,0,2013-04-13,77,42,716,7,5,2,0,0,0,0
7284,1953,Graduation,Married,48686,1,2,2013-12-04,8,0,7,1,2,8,0,0,0,0
1340,1986,Graduation,Married,92910,0,0,2014-04-24,42,137,792,6,13,1,0,1,0,0
8746,1989,Graduation,Married,75433,1,0,2014-04-05,28,0,297,2,10,6,0,1,0,0
5987,1989,2n Cycle,Together,10404,1,0,2014-05-04,52,2,11,1,4,5,0,0,0,0
3767,1968,Graduation,Married,61314,0,1,2013-04-25,1,0,189,5,12,3,0,0,0,0
3725,1961,PhD,Single,84865,0,0,2013-05-09,1,16,349,2,9,4,0,1,0,1
4324,1989,Graduation,Married,42387,1,0,2012-10-29,42,0,235,8,7,8,0,0,0,0
238,1967,2n Cycle,Together,67309,1,1,2013-01-23,76,47,181,9,9,7,0,0,0,0
6694,1964,Graduation,Married,75236,0,1,2013-11-25,27,66,400,8,13,4,0,0,0,0
498,1970,Graduation,Single,30015,1,0,2014-02-02,28,0,22,1,4,5,0,0,0,0
9347,1956,Master,Together,50943,0,1,2013-06-21,49,0,7,1,3,5,0,0,0,0
9699,1966,Graduation,Divorced,67272,0,1,2013-12-21,12,35,271,6,12,5,0,0,0,0
10664,1949,Master,Widow,51529,0,1,2013-09-07,14,4,35,9,5,8,0,0,0,0
5455,1971,PhD,Married,32011,1,0,2013-08-22,89,0,15,2,4,7,0,0,0,0
456,1986,2n Cycle,Married,7500,1,0,2013-02-07,96,11,5,2,3,8,0,0,0,0
5012,1989,Graduation,Married,28691,1,0,2013-07-04,56,4,13,1,3,8,0,0,0,0
7495,1948,PhD,Married,56223,0,1,2013-12-20,72,28,31,2,5,4,0,0,0,0
5029,1946,Graduation,Married,18100,0,0,2013-08-06,14,1,2,0,3,5,0,0,0,0
10642,1989,Graduation,Single,30279,1,0,2012-12-30,13,4,14,1,3,8,0,0,0,0
2106,1974,2n Cycle,Married,20130,0,0,2014-03-17,99,6,3,1,3,8,0,0,0,0
10364,1959,Graduation,Divorced,23295,0,0,2013-07-13,72,0,1,1,2,8,0,0,0,0
5954,1972,Master,Divorced,42618,1,0,2013-10-09,92,14,74,5,4,8,0,0,0,0
1137,1964,Graduation,Single,81246,0,0,2013-12-29,87,190,537,4,7,1,1,0,0,0
2541,1976,Graduation,Married,24027,1,0,2013-06-09,7,7,11,2,3,8,0,0,0,0
1142,1953,PhD,Married,55707,0,1,2013-12-22,91,7,82,3,9,3,0,0,0,0
2276,1955,Graduation,Single,57959,0,1,2013-05-02,71,16,322,4,11,3,0,0,0,0
2807,1969,Graduation,Married,56796,0,1,2013-02-16,24,38,161,8,7,7,0,0,0,0
6471,1971,Master,Single,36230,1,0,2013-10-17,17,2,30,2,4,5,0,0,0,0
6131,1980,2n Cycle,Married,70829,1,1,2013-12-01,87,70,106,4,8,3,0,0,0,0
6233,1976,Graduation,Married,65991,0,1,2012-09-07,21,19,364,9,10,7,0,0,0,0
4148,1972,Graduation,Married,38988,1,2,2012-08-20,90,24,103,5,6,8,0,0,0,0
4947,1966,2n Cycle,Single,89572,0,0,2012-09-15,44,24,974,7,9,4,0,1,0,1
3225,1984,Master,Married,42207,1,0,2013-04-01,71,11,72,4,5,6,1,0,0,1
7540,1952,Graduation,Married,50300,0,1,2014-05-25,52,15,60,2,8,2,0,0,0,0
10648,1982,2n Cycle,Together,66664,0,0,2012-09-25,78,96,447,5,6,3,0,0,0,0
1992,1964,Graduation,Married,60597,0,1,2014-01-01,2,0,257,2,8,7,0,0,0,1
7851,1949,Graduation,Widow,70165,0,0,2013-09-22,60,0,253,3,11,1,0,0,0,0
8594,1958,PhD,Widow,50520,0,1,2014-01-28,25,0,6,3,3,6,0,0,0,0
7059,1963,Graduation,Married,80124,0,0,2014-06-26,47,84,398,3,8,1,1,0,0,0
2815,1975,Graduation,Married,33183,1,0,2014-02-24,46,5,39,4,3,7,0,0,0,0
2416,1969,PhD,Single,66582,0,0,2014-03-03,83,25,420,2,9,1,0,0,0,0
7999,1955,PhD,Together,75261,0,0,2013-04-23,17,17,413,5,5,2,0,1,0,1
9213,1970,Graduation,Widow,31880,1,0,2012-10-31,13,1,5,1,2,8,0,0,0,0
9697,1951,Graduation,Married,53790,0,2,2014-03-06,86,42,127,7,8,6,0,0,0,0
3916,1971,PhD,Together,49269,1,0,2012-08-15,92,8,166,7,12,7,0,0,0,0
2021,1975,Graduation,Married,61456,0,1,2013-03-27,47,76,384,6,13,4,0,0,0,0
1581,1980,Graduation,Married,37406,1,0,2013-10-10,18,0,8,1,2,8,0,0,0,1
564,1981,PhD,Together,56937,1,0,2012-08-04,81,8,125,8,9,6,0,1,0,1
6619,1978,Graduation,Married,38415,1,1,2013-01-02,91,1,13,1,3,7,0,0,0,0
9081,1988,Graduation,Single,20518,1,0,2014-05-18,58,1,6,1,2,5,0,0,0,0
178,1956,Graduation,Married,62503,0,1,2013-02-18,40,0,193,8,11,5,0,0,0,0
916,1972,PhD,Single,41644,1,1,2014-05-09,67,3,4,1,3,3,0,0,0,0
5512,1977,Master,Married,55842,0,1,2014-05-23,19,0,39,7,8,5,0,0,0,0
8970,1972,PhD,Married,62010,0,1,2012-10-23,93,22,39,6,7,5,0,0,0,0
10581,1977,Graduation,Married,41124,1,0,2012-10-31,41,7,84,7,4,8,0,0,0,0
5300,1973,Master,Married,38961,1,0,2013-12-30,60,7,19,2,2,7,0,0,0,0
5154,1972,Master,Divorced,37760,1,0,2013-08-11,54,3,13,2,3,6,0,0,0,0
8346,1974,Graduation,Single,32233,1,0,2012-08-19,26,15,35,6,2,9,1,0,0,1
1676,1975,Graduation,Married,43057,0,1,2013-10-30,30,2,44,4,5,5,0,0,0,0
9286,1960,Master,Together,83151,0,0,2012-10-10,93,28,100,5,4,3,0,0,0,0
2426,1964,PhD,Divorced,78825,0,0,2012-09-14,35,74,114,5,13,3,0,0,0,1
5172,1976,Master,Together,65104,0,1,2013-11-14,4,0,232,3,7,7,0,0,0,0
5562,1974,Graduation,Married,60093,0,1,2013-06-26,92,12,109,7,10,6,0,0,0,0
3436,1969,Graduation,Married,14045,1,0,2014-01-26,24,0,5,1,3,7,0,0,0,0
3921,1952,2n Cycle,Widow,28457,0,0,2012-10-28,96,1,108,4,4,8,0,0,0,0
3403,1958,PhD,Together,78952,0,1,2012-09-24,11,19,594,2,12,6,0,0,0,0
22,1976,Graduation,Divorced,46310,1,0,2012-12-03,99,2,88,6,5,8,0,0,0,0
10965,1955,Graduation,Together,76005,0,0,2013-02-22,72,20,389,3,13,6,0,0,0,0
9426,1964,Master,Single,58308,0,1,2013-01-12,77,0,69,2,3,8,0,0,0,0
6605,1944,PhD,Divorced,55614,0,0,2013-11-27,85,13,131,9,6,7,0,1,0,0
3136,1962,Master,Divorced,59432,0,1,2013-04-13,88,25,265,5,11,5,0,0,0,0
8737,1978,Graduation,Divorced,55563,0,1,2014-04-05,22,1,9,2,3,3,0,0,0,0
11088,1971,PhD,Together,78642,0,1,2013-04-21,83,0,322,4,4,6,0,0,0,0
716,1949,PhD,Together,67911,0,1,2014-05-22,63,0,356,6,11,3,0,0,0,0
466,1944,Graduation,Married,65275,0,0,2013-04-03,9,14,218,4,13,2,0,0,0,0
9135,1950,Graduation,Together,27203,1,1,2012-08-06,92,2,21,1,2,8,0,0,0,0
10623,1961,Master,Together,48330,0,1,2013-11-15,2,0,4,1,3,5,0,0,0,0
8151,1990,Basic,Married,24279,0,0,2012-12-29,6,36,21,4,3,8,0,0,0,0
5140,1985,PhD,Married,64355,1,0,2012-08-24,66,0,140,4,12,8,0,0,0,0
10160,1956,Master,Together,50943,0,1,2013-06-21,49,0,7,1,3,5,0,0,0,0
4945,1953,Graduation,Widow,53653,0,0,2012-11-07,29,10,239,10,12,6,0,0,0,0
10584,1976,Graduation,Married,65665,0,1,2013-12-02,77,162,387,5,8,3,0,0,0,0
6071,1989,Graduation,Single,81217,0,0,2013-07-19,77,70,324,3,11,1,0,0,0,0
3386,1992,Graduation,Married,34935,0,0,2013-06-21,71,4,66,2,4,7,0,0,0,0
8939,1959,Graduation,Divorced,61250,0,1,2012-12-16,49,138,65,5,12,5,0,0,0,0
9925,1981,PhD,Together,39665,1,0,2013-05-25,97,1,56,4,3,7,1,0,0,0
4320,1979,Graduation,Single,60152,0,1,2013-03-28,6,83,300,6,12,3,0,0,0,0
5389,1964,Graduation,Married,48920,0,2,2013-10-20,93,17,68,6,5,7,0,1,0,0
6036,1959,Master,Together,89120,0,0,2014-03-17,78,92,408,5,7,1,0,0,0,0
182,1946,PhD,Together,44124,0,1,2013-05-11,62,0,55,6,5,8,0,0,0,0
203,1975,Master,Single,81169,0,0,2013-04-14,47,20,613,5,9,2,0,0,0,0
11025,1961,Graduation,Married,36443,1,1,2013-02-03,9,0,46,3,3,8,0,0,0,0
10203,1990,Graduation,Single,26095,1,0,2013-06-30,77,7,9,1,3,7,0,0,0,0
4607,1959,Graduation,Together,71367,0,0,2013-08-23,24,23,389,4,7,2,0,0,0,0
3711,1944,Master,Married,80184,0,0,2014-03-01,19,134,670,6,10,3,0,0,0,0
3696,1965,Graduation,Divorced,30630,1,1,2014-01-27,67,1,12,2,3,7,0,0,0,0
2532,1987,Master,Single,73454,0,0,2014-03-01,95,73,351,2,6,5,1,0,0,0
9214,1991,Graduation,Married,42691,0,0,2013-08-16,48,2,64,5,6,5,0,0,0,0
4943,1953,Graduation,Married,70503,0,0,2012-09-30,73,33,216,2,9,6,0,1,0,0
35,1987,Graduation,Married,25545,1,0,2012-09-08,35,1,64,2,3,6,0,0,0,1
2258,1986,Graduation,Married,32880,1,0,2012-12-04,76,4,15,1,3,8,0,0,0,0
4322,1958,PhD,Together,77863,0,0,2013-11-27,20,38,319,4,10,2,0,0,0,0
713,1977,Master,Married,50353,0,0,2014-06-08,72,15,153,4,6,3,0,0,0,0
4702,1964,Graduation,Single,61839,0,0,2012-08-12,20,155,379,4,4,8,0,0,0,0
3281,1960,PhD,Married,49154,1,1,2013-11-03,69,10,67,4,8,6,0,0,0,0
702,1975,2n Cycle,Widow,47682,0,1,2013-02-15,80,61,83,4,8,5,0,0,0,0
2004,1969,Graduation,Single,72679,0,1,2013-09-18,65,54,260,4,5,1,0,0,0,0
4769,1977,Master,Together,57954,1,1,2014-06-18,52,4,24,8,6,7,0,1,0,0
4437,1962,Graduation,Married,65316,1,1,2013-04-24,65,6,92,3,5,4,0,0,0,0
8724,1982,Graduation,Single,28567,1,0,2013-06-17,57,3,22,2,3,6,0,0,0,0
10741,1951,Master,Together,47352,0,1,2013-04-11,70,12,112,6,5,7,0,0,0,0
1991,1967,Graduation,Together,44931,0,1,2014-01-18,0,0,11,2,3,5,0,0,0,0
6931,1967,Graduation,Divorced,76982,0,0,2014-02-15,19,151,292,8,4,4,0,0,0,1
11096,1952,2n Cycle,Together,57247,0,1,2013-08-08,50,4,32,2,7,2,0,0,0,0
304,1981,Master,Single,22944,1,0,2013-12-23,67,3,19,3,3,7,0,0,0,0
3665,1977,2n Cycle,Together,25315,1,0,2013-11-07,46,9,8,3,3,8,0,0,0,0
10591,1969,Graduation,Widow,43638,0,1,2012-08-06,37,10,83,4,4,7,0,0,0,0
5036,1984,PhD,Single,42710,1,0,2012-11-28,38,3,42,4,3,6,0,0,0,0
5547,1982,PhD,Married,84169,0,0,2013-08-07,9,19,403,7,6,3,0,1,0,1
7822,1976,Graduation,Together,54058,0,1,2013-06-04,56,18,252,4,8,3,0,0,0,0
8541,1990,2n Cycle,Married,24683,1,0,2014-03-08,98,4,10,2,4,5,0,0,0,0
10955,1964,Graduation,Widow,85620,0,0,2014-01-07,68,46,925,3,4,1,0,0,0,1
4368,1980,Graduation,Married,47850,1,0,2013-12-03,72,7,43,3,4,6,0,0,0,0
9671,1968,Graduation,Married,19514,1,1,2014-01-26,47,3,21,3,2,8,1,0,0,1
2256,1973,Master,Married,27159,1,1,2014-03-29,33,0,3,1,3,6,0,0,0,0
4279,1963,2n Cycle,Single,39548,1,1,2014-03-31,87,4,10,1,3,3,0,0,0,0
5371,1989,Graduation,Single,21474,1,0,2014-04-08,0,16,24,3,2,7,1,0,0,1
9240,1971,PhD,Single,60504,0,1,2014-02-07,73,0,24,6,8,6,0,0,0,0
9460,1963,Graduation,Married,22419,0,0,2013-04-18,74,3,47,3,2,8,0,0,0,0
9504,1949,Master,Married,81698,0,0,2013-11-06,4,28,520,3,13,1,0,0,0,1
8692,1952,Graduation,Together,43462,1,1,2012-09-12,50,17,97,4,5,8,0,0,0,0
448,1978,PhD,Single,54880,1,0,2013-03-01,57,85,137,6,11,5,0,0,0,0
8314,1982,Graduation,Married,79908,0,0,2013-04-05,30,129,761,5,7,2,0,0,0,0
8420,1970,2n Cycle,Married,15315,0,0,2013-08-03,27,4,13,2,4,5,0,0,0,0
3174,1959,Graduation,Together,87771,0,1,2013-05-22,61,38,287,5,4,6,0,1,0,1
7685,1978,Graduation,Married,33039,1,0,2013-09-09,4,8,12,2,4,5,0,0,0,0
3179,1980,Graduation,Single,81741,0,0,2013-06-16,75,153,940,6,7,2,0,0,0,0
9780,1971,Master,Together,71499,0,1,2013-06-25,12,25,132,8,13,4,0,0,0,0
10681,1970,2n Cycle,Married,62466,0,1,2014-01-15,13,129,259,6,12,4,0,0,0,0
10232,1963,PhD,Divorced,48799,0,1,2013-11-05,9,18,81,3,7,3,0,0,0,0
4184,1950,PhD,Together,52157,0,1,2014-06-07,48,2,29,3,5,4,0,0,0,0
9120,1962,Graduation,Single,66565,0,1,2012-12-05,80,10,161,4,9,8,0,0,0,0
891,1951,Master,Together,29298,1,1,2013-09-07,60,0,2,1,2,5,0,0,0,0
10381,1979,Graduation,Single,47691,0,1,2013-07-05,43,0,3,1,2,6,0,0,0,0
3525,1970,Graduation,Together,38200,1,1,2012-12-07,19,0,4,1,2,7,0,0,0,0
6818,1974,Graduation,Married,44989,0,1,2012-09-12,26,0,106,5,5,6,0,0,0,0
3526,1968,PhD,Married,38443,1,1,2014-01-27,58,0,5,1,3,7,0,0,0,0
8181,1978,2n Cycle,Single,38593,1,0,2013-09-13,42,12,49,4,3,8,0,0,0,0
1029,1970,PhD,Together,64413,0,1,2013-08-01,27,5,44,5,5,5,0,0,0,0
7369,1981,Master,Married,36959,1,0,2013-10-02,56,6,25,2,3,8,0,0,0,0
2574,1977,PhD,Married,61996,0,1,2013-01-31,27,12,144,6,8,5,0,1,0,1
8159,1968,Graduation,Married,51287,1,1,2014-04-01,10,0,22,4,3,7,0,0,0,0
1160,1970,Graduation,Married,13260,1,1,2013-08-23,48,4,17,3,3,8,0,0,0,0
